"PRENOM";"NOM";"EMAIL";"TELEPHONE";"DATE_NAISSANCE";"ADRESSE";"CODE_POSTAL";"VILLE";"DIPLOME";"ANNEES_EXPERIENCE";"POSTE_VISE";"SALAIRE_SOUHAITE";"DATE_CANDIDATURE";"STATUT"
"Sylvain";"Renard";"sylvain-renard@hotmail.fr";"+33 6 43 80 80 21";"1995-11-02";"25 Place de la Bastille";"14000";"Caen";"Bac+3 (Licence)";"0";"Chef de Projet";"83406.69";"2025-07-05";"REFUSE"
"Anne";"Nicolas";"anne.nicolas@outlook.fr";"+33 6 48 13 23 40";"1979-10-15";"144 Rue Pasteur";"25000";"Besançon";"CAP/BEP";"17";"Analyste Données";"37220.13";"2025-11-10";"ENTRETIEN"
"Georges";"Michel";"georgesmichel@protonmail.com";"+33 6 42 33 78 46";"2005-09-09";"137 Rue Victor Hugo";"45000";"Orléans";"MBA";"16";"Architecte Cloud";"51460.66";"2025-04-24";"ENTRETIEN"
"Aurélien";"Lecomte";"aurelien.lecomte@yahoo.fr";"+33 6 18 29 16 16";"1993-05-10";"24 Boulevard Voltaire";"93200";"Saint-Denis";"Bac+5 (Master/Ingénieur)";"17";"Responsable RH";"76373.13";"2025-07-04";"REFUSE"
"Denise";"Lemaître";"denise-lemaitre@hotmail.fr";"+33 6 79 71 14 34";"2000-02-24";"133 Avenue de la Liberté";"69003";"Lyon";"Bac+2 (BTS/DUT)";"7";"Product Owner";"48925.27";"2025-01-21";"REFUSE"
"Chloé";"Martinez";"chloemartinez@yahoo.fr";"+33 6 43 11 27 18";"1987-10-01";"139 Chemin du Moulin";"68100";"Mulhouse";"Bac+2 (BTS/DUT)";"13";"Scrum Master";"31957.42";"2025-06-25";"OFFRE"
"Jules";"Vincent";"jules-vincent@outlook.fr";"+33 6 97 46 65 33";"1986-12-27";"94 Rue du Commerce";"21000";"Dijon";"Bac+2 (BTS/DUT)";"11";"Comptable";"55989.45";"2025-08-19";"EN_COURS"
"Arthur";"Lacroix";"arthur.lacroix@yahoo.fr";"+33 6 71 26 69 45";"1981-07-29";"117 Rue Pierre Curie";"76600";"Le Havre";"Bac Pro";"21";"Consultant BI";"54629.49";"2025-06-30";"OFFRE"
"Corinne";"Chevalier";"corinne-chevalier@gmail.com";"+33 6 38 50 38 61";"2003-09-16";"129 Rue Lafayette";"13100";"Aix-en-Provence";"Bac+5 (Master/Ingénieur)";"15";"Juriste";"66812.33";"2025-08-05";"REFUSE"
"Colette";"Martin";"colettemartin@protonmail.com";"+33 6 18 97 30 59";"2004-11-18";"130 Avenue de la Liberté";"06000";"Nice";"CAP/BEP";"1";"Développeur Full-Stack";"69368.85";"2025-08-18";"REFUSE"
"André";"Picard";"andrepicard@yahoo.fr";"+33 6 16 28 34 28";"1990-03-19";"131 Boulevard Voltaire";"86000";"Poitiers";"Bac Pro";"19";"Commercial";"63745.37";"2025-09-19";"EMBAUCHE"
"Aurélien";"Aubert";"aurelien-aubert@gmail.com";"+33 6 77 48 79 91";"1979-02-15";"100 Allée des Tilleuls";"83000";"Toulon";"MBA";"10";"Analyste Données";"32201.06";"2025-02-04";"EN_COURS"
"Christophe";"Maillard";"christophe.maillard@hotmail.fr";"+33 6 64 89 20 41";"1981-04-09";"31 Rue Pasteur";"34000";"Montpellier";"CAP/BEP";"5";"Juriste";"72081.92";"2025-06-10";"REFUSE"
"Yannick";"Boyer";"yannick-boyer@hotmail.fr";"+33 6 76 28 37 94";"1980-03-07";"124 Avenue Jean Jaurès";"13100";"Aix-en-Provence";"Bac+8 (Doctorat)";"23";"Ingénieur Machine Learning";"51480.78";"2025-07-09";"OFFRE"
"Sarah";"Arnaud";"sarah-arnaud@protonmail.com";"+33 6 92 94 77 54";"1991-03-28";"114 Rue Pierre Curie";"14000";"Caen";"Bac+2 (BTS/DUT)";"2";"Commercial";"57737.17";"2025-09-04";"REFUSE"
"Estelle";"Garcia";"estellegarcia@protonmail.com";"+33 6 66 12 65 35";"1996-06-16";"138 Rue Émile Zola";"87000";"Limoges";"Bac+8 (Doctorat)";"8";"Ingénieur Machine Learning";"36707.18";"2025-07-30";"REFUSE"
"Inès";"Girard";"inesgirard@hotmail.fr";"+33 6 76 24 39 63";"2003-04-12";"57 Boulevard Voltaire";"21000";"Dijon";"Bac+5 (Master/Ingénieur)";"1";"Ingénieur Machine Learning";"67444.38";"2025-03-10";"EN_COURS"
"Clément";"Fournier";"clement-fournier@gmail.com";"+33 6 49 90 85 51";"1978-07-16";"47 Place du Marché";"13100";"Aix-en-Provence";"MBA";"8";"Data Engineer";"64524.98";"2026-02-04";"EN_COURS"
"Stéphanie";"Noel";"stephanienoel@gmail.com";"+33 6 26 40 96 19";"1993-05-31";"22 Place de la Bastille";"84000";"Avignon";"Bac+3 (Licence)";"2";"Commercial";"48035.06";"2025-03-17";"ENTRETIEN"
"Geneviève";"Pichon";"genevieve-pichon@gmail.com";"+33 6 38 49 37 79";"1999-07-29";"16 Avenue des Champs-Élysées";"49000";"Angers";"Bac Pro";"23";"DevOps";"81975.22";"2025-11-06";"REFUSE"
"Philippe";"Gauthier";"philippe.gauthier@gmail.com";"+33 6 34 42 98 19";"1990-01-30";"78 Rue Victor Hugo";"14000";"Caen";"Bac Pro";"24";"Commercial";"65477.63";"2025-03-12";"REFUSE"
"Vincent";"Rey";"vincent.rey@yahoo.fr";"+33 6 76 41 55 27";"1986-05-16";"108 Rue de la Paix";"75020";"Paris";"Bac+8 (Doctorat)";"15";"Comptable";"69460.01";"2025-02-08";"EN_COURS"
"Charlotte";"Henry";"charlotte.henry@outlook.fr";"+33 6 60 88 23 73";"1977-05-17";"61 Rue Victor Hugo";"75015";"Paris";"MBA";"4";"Analyste Données";"37873.38";"2025-04-27";"EN_COURS"
"Eva";"Moulin";"evamoulin@outlook.fr";"+33 6 20 96 23 68";"2003-07-24";"94 Boulevard Saint-Germain";"75015";"Paris";"Bac+5 (Master/Ingénieur)";"10";"Chargé de Communication";"63434.94";"2025-01-07";"OFFRE"
"Nicolas";"Jacquet";"nicolas.jacquet@hotmail.fr";"+33 6 71 31 14 82";"1982-02-01";"5 Boulevard Saint-Germain";"76600";"Le Havre";"Bac+8 (Doctorat)";"24";"Développeur Full-Stack";"64651.0";"2025-10-22";"EN_COURS"
"Léo";"Girard";"leo.girard@gmail.com";"+33 6 87 89 72 25";"1985-01-15";"107 Place du Marché";"25000";"Besançon";"Bac+3 (Licence)";"11";"Responsable RH";"65190.26";"2025-07-25";"REFUSE"
"Théo";"Boyer";"theo-boyer@outlook.fr";"+33 6 81 79 61 44";"1988-11-29";"87 Impasse des Lilas";"93100";"Montreuil";"Bac+2 (BTS/DUT)";"9";"Commercial";"46468.38";"2025-10-22";"ENTRETIEN"
"Camille";"Brun";"camille.brun@yahoo.fr";"+33 6 59 90 94 72";"1992-05-05";"44 Rue des Écoles";"54000";"Nancy";"CAP/BEP";"25";"Data Engineer";"58129.63";"2025-08-29";"EMBAUCHE"
"Sébastien";"Delmas";"sebastien.delmas@hotmail.fr";"+33 6 54 46 34 25";"1995-10-18";"31 Boulevard Haussmann";"35000";"Rennes";"CAP/BEP";"4";"Comptable";"81086.41";"2026-01-17";"EN_COURS"
"Marguerite";"Nicolas";"margueritenicolas@hotmail.fr";"+33 6 36 83 93 82";"2005-05-06";"149 Rue Pasteur";"42000";"Saint-Étienne";"Bac Pro";"22";"Data Engineer";"29031.93";"2025-01-21";"REFUSE"
"Benoît";"Moulin";"benoit.moulin@protonmail.com";"+33 6 61 19 75 52";"2006-02-26";"119 Boulevard Voltaire";"44000";"Nantes";"Bac+8 (Doctorat)";"1";"Commercial";"52436.25";"2025-05-25";"REFUSE"
"André";"Caron";"andre-caron@yahoo.fr";"+33 6 66 64 93 21";"1993-03-03";"99 Avenue Foch";"75001";"Paris";"CAP/BEP";"4";"DevOps";"29263.63";"2025-06-26";"EN_COURS"
"Inès";"Gauthier";"ines-gauthier@hotmail.fr";"+33 6 14 81 74 94";"1991-02-03";"114 Rue Lafayette";"69001";"Lyon";"Bac+5 (Master/Ingénieur)";"9";"Analyste Données";"82793.81";"2025-05-05";"EMBAUCHE"
"Étienne";"Collet";"etiennecollet@outlook.fr";"+33 6 41 94 54 53";"1999-09-26";"59 Avenue de la Liberté";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"7";"Scrum Master";"71649.31";"2025-07-16";"REFUSE"
"Marine";"Renaud";"marinerenaud@protonmail.com";"+33 6 82 15 46 36";"1982-04-04";"23 Rue Pierre Curie";"78000";"Versailles";"Bac+2 (BTS/DUT)";"0";"DevOps";"40296.35";"2025-01-02";"ENTRETIEN"
"Monique";"Schmitt";"monique.schmitt@hotmail.fr";"+33 6 42 10 95 43";"1983-02-20";"130 Avenue de la Liberté";"29200";"Brest";"Bac+2 (BTS/DUT)";"21";"DevOps";"61979.7";"2025-09-04";"EMBAUCHE"
"Éric";"Gaillard";"eric.gaillard@outlook.fr";"+33 6 17 86 33 16";"2004-02-26";"28 Rue du Faubourg Saint-Honoré";"95100";"Argenteuil";"Bac+5 (Master/Ingénieur)";"19";"Juriste";"57960.82";"2025-03-12";"EN_COURS"
"Émilie";"Gauthier";"emiliegauthier@gmail.com";"+33 6 75 87 45 69";"1978-04-26";"134 Rue Émile Zola";"67000";"Strasbourg";"CAP/BEP";"7";"Comptable";"49943.2";"2025-05-12";"EMBAUCHE"
"Didier";"Fleury";"didier.fleury@gmail.com";"+33 6 88 64 14 38";"1995-09-23";"40 Rue Pierre Curie";"25000";"Besançon";"MBA";"24";"Consultant BI";"66957.82";"2025-04-18";"OFFRE"
"Antoine";"Legrand";"antoine.legrand@yahoo.fr";"+33 6 68 50 51 96";"1983-12-09";"120 Chemin du Moulin";"31000";"Toulouse";"Bac+2 (BTS/DUT)";"10";"Product Owner";"35527.35";"2025-11-23";"ENTRETIEN"
"Aurélien";"Dufour";"aurelien-dufour@protonmail.com";"+33 6 29 15 62 88";"1988-03-19";"113 Rue Pasteur";"30000";"Nîmes";"Bac+8 (Doctorat)";"15";"Juriste";"71929.22";"2025-08-27";"ENTRETIEN"
"Martine";"Mercier";"martinemercier@gmail.com";"+33 6 90 42 74 36";"1979-03-06";"34 Rue de la Paix";"57000";"Metz";"Bac+2 (BTS/DUT)";"12";"Juriste";"52233.85";"2025-03-08";"OFFRE"
"Morgane";"Lemaître";"morgane-lemaitre@protonmail.com";"+33 6 55 66 49 74";"1979-12-07";"63 Boulevard Voltaire";"64000";"Pau";"Bac+8 (Doctorat)";"20";"Développeur Full-Stack";"52597.58";"2025-02-03";"OFFRE"
"Denise";"Bernard";"denise.bernard@gmail.com";"+33 6 77 19 48 92";"2003-09-17";"53 Rue Jean Moulin";"51100";"Reims";"Bac Pro";"17";"Développeur Full-Stack";"33033.76";"2025-04-15";"EN_COURS"
"Pierre";"Jacquet";"pierrejacquet@yahoo.fr";"+33 6 78 36 57 95";"1997-09-09";"139 Avenue Jean Jaurès";"83000";"Toulon";"CAP/BEP";"17";"Analyste Données";"72808.7";"2025-06-19";"ENTRETIEN"
"Luc";"Leroy";"lucleroy@hotmail.fr";"+33 6 48 37 67 59";"2004-12-16";"134 Place du Marché";"69001";"Lyon";"Bac+3 (Licence)";"5";"Commercial";"48460.53";"2025-12-14";"OFFRE"
"Jules";"Maillard";"julesmaillard@yahoo.fr";"+33 6 95 39 92 56";"1999-07-09";"105 Rue Victor Hugo";"51100";"Reims";"MBA";"18";"Chef de Projet";"71133.68";"2025-08-07";"EN_COURS"
"Raphaël";"Charpentier";"raphael.charpentier@protonmail.com";"+33 6 43 97 96 10";"2003-02-17";"62 Rue Pierre Curie";"95100";"Argenteuil";"Bac Pro";"25";"Architecte Cloud";"69427.98";"2025-10-14";"OFFRE"
"Xavier";"Noel";"xavier.noel@yahoo.fr";"+33 6 33 45 49 56";"1983-12-17";"80 Rue Émile Zola";"17000";"La Rochelle";"Bac+3 (Licence)";"9";"Comptable";"38431.53";"2025-10-30";"ENTRETIEN"
"Nicolas";"Fournier";"nicolas-fournier@protonmail.com";"+33 6 84 52 28 84";"1996-04-04";"129 Boulevard Saint-Germain";"06600";"Antibes";"Bac+2 (BTS/DUT)";"1";"DevOps";"36788.81";"2025-07-15";"OFFRE"
"Patricia";"Lefebvre";"patricia.lefebvre@gmail.com";"+33 6 68 38 53 86";"2004-10-07";"52 Boulevard Saint-Germain";"13001";"Marseille";"CAP/BEP";"20";"Architecte Cloud";"76377.63";"2025-08-25";"EN_COURS"
"Pascale";"Simon";"pascalesimon@yahoo.fr";"+33 6 28 29 45 36";"2005-05-27";"87 Rue de la Gare";"34000";"Montpellier";"Bac+5 (Master/Ingénieur)";"16";"Scrum Master";"59806.1";"2026-02-28";"ENTRETIEN"
"Clara";"Maillard";"claramaillard@outlook.fr";"+33 6 72 44 31 91";"1988-05-04";"140 Rue Nationale";"75001";"Paris";"Bac+5 (Master/Ingénieur)";"1";"Consultant BI";"84038.2";"2025-07-21";"EN_COURS"
"Sabrina";"Philippe";"sabrina-philippe@gmail.com";"+33 6 96 40 50 37";"1980-08-01";"82 Rue du Commerce";"30000";"Nîmes";"Bac Pro";"3";"Ingénieur Machine Learning";"83672.5";"2025-01-08";"ENTRETIEN"
"Serge";"Caron";"sergecaron@hotmail.fr";"+33 6 81 74 86 36";"1984-12-13";"100 Rue de la République";"67000";"Strasbourg";"MBA";"1";"Data Engineer";"47670.03";"2025-11-30";"EN_COURS"
"Julie";"Schmitt";"julieschmitt@yahoo.fr";"+33 6 79 21 25 78";"1992-09-23";"140 Rue Pasteur";"42000";"Saint-Étienne";"Bac Pro";"18";"Chargé de Communication";"28961.4";"2025-03-18";"OFFRE"
"Dominique";"Petit";"dominique.petit@protonmail.com";"+33 6 17 31 53 51";"1983-01-30";"131 Rue de Rivoli";"80000";"Amiens";"Bac+5 (Master/Ingénieur)";"14";"Chef de Projet";"83645.28";"2025-04-19";"EN_COURS"
"André";"Martinez";"andre.martinez@hotmail.fr";"+33 6 90 54 48 15";"1989-10-30";"60 Avenue Victor Hugo";"93100";"Montreuil";"CAP/BEP";"21";"Analyste Données";"72334.09";"2025-01-01";"REFUSE"
"Didier";"Guérin";"didierguerin@hotmail.fr";"+33 6 56 95 17 63";"2004-10-25";"59 Avenue Victor Hugo";"95100";"Argenteuil";"Bac+8 (Doctorat)";"2";"Product Owner";"58560.98";"2025-06-30";"ENTRETIEN"
"Sophie";"Dubois";"sophiedubois@outlook.fr";"+33 6 99 18 46 61";"1991-10-02";"138 Rue Jean Moulin";"51100";"Reims";"Bac+2 (BTS/DUT)";"18";"Commercial";"71665.06";"2025-04-16";"EN_COURS"
"Michel";"Masson";"michel-masson@gmail.com";"+33 6 31 97 50 13";"2002-08-26";"21 Avenue de la Liberté";"54000";"Nancy";"Bac+8 (Doctorat)";"19";"Responsable RH";"57081.73";"2025-08-15";"OFFRE"
"Maxime";"Schmitt";"maxime.schmitt@gmail.com";"+33 6 61 33 27 51";"2004-03-29";"116 Rue Émile Zola";"13001";"Marseille";"Bac+8 (Doctorat)";"10";"Product Owner";"32427.5";"2025-12-18";"EN_COURS"
"Rémi";"André";"remiandre@outlook.fr";"+33 6 38 62 12 99";"1992-05-25";"72 Rue Pasteur";"93200";"Saint-Denis";"Bac+2 (BTS/DUT)";"14";"Juriste";"70896.86";"2025-01-10";"ENTRETIEN"
"Nathan";"Giraud";"nathan-giraud@protonmail.com";"+33 6 51 26 70 36";"1980-04-24";"64 Boulevard Haussmann";"76000";"Rouen";"CAP/BEP";"3";"Consultant BI";"69698.63";"2025-06-16";"OFFRE"
"Patrick";"Simon";"patricksimon@protonmail.com";"+33 6 86 78 67 11";"2001-04-16";"40 Allée des Tilleuls";"29200";"Brest";"Bac+5 (Master/Ingénieur)";"21";"Analyste Données";"43311.56";"2025-02-06";"ENTRETIEN"
"Valérie";"Bonnet";"valerie.bonnet@hotmail.fr";"+33 6 41 43 13 79";"1993-08-04";"122 Boulevard Gambetta";"54000";"Nancy";"Bac+5 (Master/Ingénieur)";"7";"Data Engineer";"46111.31";"2025-01-23";"REFUSE"
"Charles";"Fleury";"charles.fleury@yahoo.fr";"+33 6 82 41 87 24";"1980-12-26";"98 Rue Nationale";"69001";"Lyon";"Bac+5 (Master/Ingénieur)";"10";"Product Owner";"44019.38";"2025-10-04";"EN_COURS"
"Bernard";"Charpentier";"bernard.charpentier@yahoo.fr";"+33 6 73 88 52 74";"1977-10-15";"16 Avenue de la Liberté";"63000";"Clermont-Ferrand";"Bac+3 (Licence)";"11";"Développeur Full-Stack";"75927.89";"2025-11-01";"EN_COURS"
"Michel";"Vincent";"michel-vincent@gmail.com";"+33 6 80 33 28 11";"1991-10-25";"131 Rue Lafayette";"33000";"Bordeaux";"Bac+5 (Master/Ingénieur)";"25";"Consultant BI";"59674.3";"2025-04-16";"EN_COURS"
"Morgane";"Perrin";"morgane-perrin@hotmail.fr";"+33 6 29 38 28 58";"1989-05-01";"9 Avenue Victor Hugo";"13008";"Marseille";"Bac Pro";"4";"Data Engineer";"34777.22";"2025-07-31";"EN_COURS"
"Nathalie";"Carlier";"nathalie-carlier@outlook.fr";"+33 6 50 18 41 16";"1980-12-06";"101 Rue Émile Zola";"64000";"Pau";"Bac+3 (Licence)";"19";"Analyste Données";"38263.64";"2026-02-08";"REFUSE"
"Dominique";"Adam";"dominique-adam@protonmail.com";"+33 6 72 12 70 12";"1996-05-30";"87 Boulevard Voltaire";"76600";"Le Havre";"Bac+3 (Licence)";"2";"Architecte Cloud";"48481.0";"2025-03-11";"ENTRETIEN"
"Hélène";"Garcia";"helenegarcia@hotmail.fr";"+33 6 23 84 55 72";"1990-04-15";"78 Rue du Faubourg Saint-Honoré";"68100";"Mulhouse";"CAP/BEP";"18";"Juriste";"28869.93";"2025-06-15";"EN_COURS"
"Serge";"Morin";"sergemorin@yahoo.fr";"+33 6 73 77 28 87";"1999-08-22";"15 Impasse des Lilas";"83000";"Toulon";"Bac Pro";"16";"Scrum Master";"50064.77";"2025-08-07";"ENTRETIEN"
"Romain";"Renard";"romain.renard@gmail.com";"+33 6 66 44 88 80";"1978-12-26";"4 Rue du Commerce";"75001";"Paris";"Bac+2 (BTS/DUT)";"17";"Développeur Full-Stack";"36714.63";"2025-01-17";"EMBAUCHE"
"Théo";"Fontaine";"theo-fontaine@hotmail.fr";"+33 6 69 50 33 24";"1987-10-17";"95 Rue de la Gare";"67000";"Strasbourg";"MBA";"5";"Comptable";"42626.96";"2025-05-24";"ENTRETIEN"
"Monique";"Arnaud";"monique-arnaud@hotmail.fr";"+33 6 49 68 77 75";"1980-04-27";"82 Avenue de Verdun";"69001";"Lyon";"Bac+5 (Master/Ingénieur)";"19";"Chef de Projet";"63496.42";"2025-10-27";"ENTRETIEN"
"Martine";"Nicolas";"martine-nicolas@outlook.fr";"+33 6 74 12 73 47";"1999-09-19";"30 Boulevard Saint-Germain";"44000";"Nantes";"Bac+2 (BTS/DUT)";"24";"Chef de Projet";"84398.13";"2026-02-04";"ENTRETIEN"
"Bruno";"Bernard";"bruno.bernard@gmail.com";"+33 6 48 51 33 40";"1998-04-16";"34 Rue Victor Hugo";"35000";"Rennes";"Bac Pro";"3";"Commercial";"44425.08";"2025-11-23";"EMBAUCHE"
"Christine";"Deschamps";"christine.deschamps@protonmail.com";"+33 6 83 51 38 75";"1993-02-20";"4 Rue Jean Moulin";"67000";"Strasbourg";"Bac+8 (Doctorat)";"2";"Juriste";"57104.79";"2025-07-30";"ENTRETIEN"
"Laurent";"Navarro";"laurent.navarro@yahoo.fr";"+33 6 93 44 86 16";"1976-11-17";"56 Rue Pierre Curie";"33000";"Bordeaux";"Bac+3 (Licence)";"3";"Chef de Projet";"60443.74";"2025-07-15";"REFUSE"
"Pauline";"Vincent";"paulinevincent@gmail.com";"+33 6 67 35 21 19";"1990-01-07";"106 Rue Pasteur";"86000";"Poitiers";"MBA";"13";"Comptable";"37981.11";"2025-05-02";"ENTRETIEN"
"Denise";"Aubert";"denise-aubert@outlook.fr";"+33 6 39 13 22 58";"2002-09-28";"15 Avenue Victor Hugo";"66000";"Perpignan";"Bac+2 (BTS/DUT)";"25";"Comptable";"40265.82";"2025-08-13";"REFUSE"
"Camille";"Masson";"camillemasson@outlook.fr";"+33 6 46 10 55 47";"1984-02-08";"96 Boulevard Haussmann";"49000";"Angers";"Bac+5 (Master/Ingénieur)";"24";"Comptable";"50916.23";"2025-09-24";"EN_COURS"
"Antoine";"Perrot";"antoine.perrot@protonmail.com";"+33 6 99 80 18 30";"1983-06-27";"2 Rue de la Gare";"93100";"Montreuil";"Bac+2 (BTS/DUT)";"25";"Responsable RH";"60124.15";"2025-02-13";"ENTRETIEN"
"René";"Charpentier";"rene.charpentier@protonmail.com";"+33 6 72 69 92 24";"1985-09-28";"87 Boulevard Voltaire";"14000";"Caen";"Bac+8 (Doctorat)";"16";"Architecte Cloud";"82409.77";"2025-10-15";"ENTRETIEN"
"Louise";"David";"louise.david@outlook.fr";"+33 6 67 72 46 43";"1992-04-16";"89 Rue Émile Zola";"69001";"Lyon";"Bac+8 (Doctorat)";"11";"Ingénieur Machine Learning";"44300.1";"2026-02-13";"REFUSE"
"Stéphanie";"Leclercq";"stephanie-leclercq@outlook.fr";"+33 6 78 19 37 28";"1982-01-22";"130 Rue de la Paix";"69003";"Lyon";"MBA";"3";"Consultant BI";"63108.38";"2025-07-07";"ENTRETIEN"
"Corinne";"Perrin";"corinne.perrin@hotmail.fr";"+33 6 51 31 59 43";"2004-08-28";"28 Chemin du Moulin";"37000";"Tours";"CAP/BEP";"9";"Chargé de Communication";"63750.32";"2025-10-20";"EN_COURS"
"Alain";"Rousseau";"alainrousseau@hotmail.fr";"+33 6 57 28 73 49";"2003-09-27";"68 Rue Nationale";"06400";"Cannes";"Bac+8 (Doctorat)";"8";"Architecte Cloud";"43949.83";"2025-04-19";"EN_COURS"
"Joël";"Durand";"joeldurand@outlook.fr";"+33 6 32 64 50 22";"1999-05-10";"66 Avenue de la Liberté";"64000";"Pau";"Bac+3 (Licence)";"18";"Product Owner";"35489.42";"2026-01-30";"EN_COURS"
"Catherine";"Boulanger";"catherineboulanger@gmail.com";"+33 6 54 25 18 37";"1979-01-04";"48 Rue Émile Zola";"13008";"Marseille";"Bac+3 (Licence)";"4";"Ingénieur Machine Learning";"69030.12";"2025-08-10";"EN_COURS"
"Hélène";"Gauthier";"helene.gauthier@gmail.com";"+33 6 79 70 98 47";"1998-02-03";"62 Rue du Faubourg Saint-Honoré";"44000";"Nantes";"Bac Pro";"10";"Scrum Master";"40303.39";"2025-02-14";"EMBAUCHE"
"Julien";"Renaud";"julien-renaud@hotmail.fr";"+33 6 72 13 35 47";"2004-12-06";"114 Boulevard de la Marne";"95100";"Argenteuil";"Bac+2 (BTS/DUT)";"23";"Chargé de Communication";"58520.15";"2025-05-18";"REFUSE"
"Colette";"Martinez";"colette.martinez@hotmail.fr";"+33 6 91 66 93 44";"1982-11-15";"28 Rue des Écoles";"06400";"Cannes";"Bac+8 (Doctorat)";"6";"Data Engineer";"55292.22";"2025-10-11";"REFUSE"
"Patricia";"Moulin";"patricia-moulin@hotmail.fr";"+33 6 47 30 75 42";"1976-10-30";"100 Rue des Écoles";"64000";"Pau";"Bac+5 (Master/Ingénieur)";"3";"Product Owner";"36724.8";"2025-02-03";"ENTRETIEN"
"Clémence";"Sanchez";"clemence.sanchez@protonmail.com";"+33 6 67 99 46 30";"1976-09-23";"13 Rue Émile Zola";"95100";"Argenteuil";"CAP/BEP";"1";"Chef de Projet";"63337.08";"2025-03-03";"ENTRETIEN"
"Patrick";"Vidal";"patrick.vidal@gmail.com";"+33 6 23 22 72 14";"1992-10-06";"75 Chemin du Moulin";"75008";"Paris";"Bac+8 (Doctorat)";"17";"Comptable";"65509.87";"2026-02-15";"ENTRETIEN"
"Mireille";"Vidal";"mireille-vidal@gmail.com";"+33 6 27 25 97 69";"2006-01-20";"12 Rue Pasteur";"31000";"Toulouse";"Bac+3 (Licence)";"18";"Chargé de Communication";"55532.87";"2025-01-29";"OFFRE"
"Laura";"David";"laura.david@hotmail.fr";"+33 6 84 50 75 18";"2003-11-25";"123 Rue du Faubourg Saint-Honoré";"37000";"Tours";"Bac Pro";"12";"Comptable";"80264.34";"2025-08-11";"ENTRETIEN"
"Anne";"Maréchal";"anne-marechal@hotmail.fr";"+33 6 16 61 44 80";"1991-01-18";"135 Rue des Écoles";"76000";"Rouen";"CAP/BEP";"9";"Commercial";"63999.11";"2025-06-09";"EN_COURS"
"Vincent";"Clément";"vincent-clement@gmail.com";"+33 6 88 74 75 61";"1993-02-24";"57 Boulevard Gambetta";"49000";"Angers";"Bac+8 (Doctorat)";"17";"Juriste";"44696.15";"2025-02-24";"EN_COURS"
"Léa";"Giraud";"lea-giraud@hotmail.fr";"+33 6 66 40 23 53";"1989-09-04";"81 Rue Émile Zola";"34000";"Montpellier";"Bac+5 (Master/Ingénieur)";"2";"Juriste";"54571.83";"2025-10-04";"EMBAUCHE"
"Marcel";"Simon";"marcel-simon@outlook.fr";"+33 6 78 23 80 62";"1983-01-05";"7 Boulevard de la Marne";"30000";"Nîmes";"Bac+8 (Doctorat)";"6";"Analyste Données";"46571.9";"2025-09-27";"REFUSE"
"Sabrina";"Deschamps";"sabrina.deschamps@hotmail.fr";"+33 6 10 46 57 93";"1989-05-01";"142 Boulevard Saint-Germain";"66000";"Perpignan";"Bac+8 (Doctorat)";"22";"Chef de Projet";"45255.82";"2026-02-23";"ENTRETIEN"
"Lucas";"Philippe";"lucasphilippe@outlook.fr";"+33 6 76 91 70 11";"2005-06-26";"35 Rue Nationale";"21000";"Dijon";"Bac+2 (BTS/DUT)";"25";"Chef de Projet";"50477.37";"2025-09-01";"EMBAUCHE"
"Raphaël";"Aubert";"raphael.aubert@hotmail.fr";"+33 6 74 33 22 18";"1978-02-04";"3 Chemin du Moulin";"51100";"Reims";"Bac Pro";"8";"Juriste";"56584.02";"2025-05-13";"EN_COURS"
"Léo";"Dufour";"leo-dufour@yahoo.fr";"+33 6 24 31 18 58";"2000-08-04";"96 Avenue de la Liberté";"87000";"Limoges";"CAP/BEP";"6";"Chef de Projet";"79432.11";"2025-04-05";"EMBAUCHE"
"Didier";"Lefebvre";"didierlefebvre@gmail.com";"+33 6 96 88 38 65";"1981-05-21";"89 Rue Pierre Curie";"95100";"Argenteuil";"Bac+3 (Licence)";"19";"Juriste";"66060.34";"2025-08-29";"REFUSE"
"Julien";"Navarro";"julien.navarro@outlook.fr";"+33 6 91 55 30 40";"1991-11-29";"65 Allée des Tilleuls";"25000";"Besançon";"Bac+5 (Master/Ingénieur)";"19";"DevOps";"41427.95";"2025-10-13";"EN_COURS"
"Charlotte";"Durand";"charlotte-durand@hotmail.fr";"+33 6 84 19 60 88";"1982-10-18";"82 Avenue Jean Jaurès";"69003";"Lyon";"Bac+5 (Master/Ingénieur)";"13";"Data Engineer";"39030.03";"2025-11-08";"ENTRETIEN"
"Hugo";"Marchand";"hugo.marchand@yahoo.fr";"+33 6 91 10 47 33";"1994-03-02";"83 Rue des Écoles";"31000";"Toulouse";"Bac+5 (Master/Ingénieur)";"12";"Architecte Cloud";"57519.3";"2025-10-31";"OFFRE"
"Laurent";"Clément";"laurent.clement@hotmail.fr";"+33 6 67 65 80 56";"1997-08-07";"70 Avenue Foch";"66000";"Perpignan";"Bac Pro";"25";"Analyste Données";"29252.83";"2026-01-12";"REFUSE"
"Romane";"Vincent";"romanevincent@hotmail.fr";"+33 6 67 29 75 13";"1978-05-16";"128 Avenue de la Liberté";"31000";"Toulouse";"CAP/BEP";"2";"Analyste Données";"28024.48";"2025-01-13";"EMBAUCHE"
