"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Thierry";"Aubert";"thierry-aubert@voltaire-analytics.fr";"+33 4 30 76 39 69";"+33 6 27 38 73 96";"1996-04-18";"Montpellier";"M";"Française";"196044476959443";"36DB40549";"3989110460";"140 Chemin du Moulin";"75001";"Paris";"FR7686554509199651170056136";"DSI";"Informatique";"2017-04-17";"CDD";"1";"True"
"Gérard";"Dufour";"gerarddufour@voltaire-analytics.fr";"+33 5 75 36 78 45";"+33 6 56 61 91 20";"1998-06-27";"Nîmes";"M";"Française";"198068349991312";"80UA45308";"6946762327";"135 Avenue de Verdun";"69001";"Lyon";"FR7694111920902579487805871";"Community Manager";"Marketing";"2021-01-22";"CDI";"42";"True"
"Colette";"Roussel";"coletteroussel@voltaire-analytics.fr";"+33 2 22 57 72 95";"+33 6 99 79 38 69";"1976-05-19";"Avignon";"F";"Française";"276052144629754";"13KG29066";"9085548173";"110 Boulevard Gambetta";"93200";"Saint-Denis";"FR7679378575343841868336943";"Chargé de Clientèle";"Service Client";"2020-11-25";"Stage";"14";"True"
"Sylvain";"Brunet";"sylvainbrunet@voltaire-analytics.fr";"+33 5 69 96 96 76";"+33 6 37 96 37 20";"1973-02-13";"Nîmes";"M";"Française";"173020324416987";"22TQ59038";"8480565965";"21 Allée des Tilleuls";"30000";"Nîmes";"FR7699777139125349842709311";"Community Manager";"Marketing";"2019-11-15";"Alternance";"48";"True"
"Stéphane";"Adam";"stephane-adam@voltaire-analytics.fr";"+33 2 48 73 63 70";"+33 6 21 48 82 83";"1973-10-14";"Orléans";"M";"Française";"173105525314619";"81SL90692";"2110162683";"86 Boulevard Saint-Germain";"25000";"Besançon";"FR7650687292197810321890658";"Contrôleur de Gestion";"Finance";"2016-02-27";"CDI";"37";"True"
"Dominique";"Lambert";"dominiquelambert@voltaire-analytics.fr";"+33 4 39 86 87 42";"+33 6 88 53 86 46";"2003-11-25";"Strasbourg";"F";"Française";"203117257735709";"51ZX47486";"6370782826";"95 Avenue Victor Hugo";"64100";"Bayonne";"FR7619763715947896947736472";"Chef Comptable";"Comptabilité";"2015-08-08";"CDI";"6";"True"
"Clara";"Chevalier";"clarachevalier@voltaire-analytics.fr";"+33 4 38 97 31 54";"+33 6 59 94 69 36";"1971-12-08";"La Rochelle";"F";"Française";"271122417597027";"36JQ69246";"4445874239";"110 Allée des Tilleuls";"13001";"Marseille";"FR7661306106662630776868384";"DRH";"Ressources Humaines";"2021-10-06";"CDI";"36";"True"
"Christian";"Lambert";"christianlambert@voltaire-analytics.fr";"+33 2 62 49 48 67";"+33 6 81 83 90 98";"1995-05-10";"Avignon";"M";"Française";"195056152736656";"88LU46620";"2191259416";"6 Rue de la Gare";"75020";"Paris";"FR7635929749655043640259694";"Chercheur";"Recherche & Développement";"2022-02-28";"Alternance";"7";"True"
"Céline";"Navarro";"celine-navarro@voltaire-analytics.fr";"+33 4 65 83 48 42";"+33 6 73 37 98 39";"1980-01-08";"Tours";"F";"Tunisienne";"280017190405974";"51EQ85051";"1365659256";"89 Rue Pierre Curie";"29200";"Brest";"FR7621518824997095152364979";"Technicien Qualité";"Qualité";"2023-04-20";"CDI";"6";"True"
"Christian";"Guérin";"christian.guerin@voltaire-analytics.fr";"+33 3 55 15 87 61";"+33 6 75 50 89 37";"1981-08-23";"Paris";"M";"Française";"181085116276568";"51BE41423";"1595816129";"100 Place de la Bastille";"93200";"Saint-Denis";"FR7661548897259998945132031";"Développeur";"Informatique";"2018-05-06";"CDD";"15";"True"
"Léa";"Garcia";"lea.garcia@voltaire-analytics.fr";"+33 1 97 55 59 14";"+33 6 40 74 67 18";"2003-12-30";"Besançon";"F";"Française";"203127004721519";"52JN91513";"4774048836";"77 Avenue Foch";"75001";"Paris";"FR7617680377796358804673543";"DPO";"Juridique";"2020-02-26";"CDI";"38";"True"
"Dominique";"Simon";"dominique.simon@voltaire-analytics.fr";"+33 2 24 53 15 40";"+33 6 83 97 61 99";"1990-03-08";"Angers";"M";"Française";"190037180841952";"74WW19192";"9117451510";"32 Avenue Jean Jaurès";"83000";"Toulon";"FR7678306889283672161534837";"Responsable Grands Comptes";"Commercial";"2024-06-23";"CDI";"46";"True"
"Éric";"Vidal";"eric-vidal@voltaire-analytics.fr";"+33 3 10 13 31 85";"+33 6 53 71 34 76";"2003-09-15";"Lyon";"M";"Française";"103090407118942";"47ZL71039";"2225542845";"15 Boulevard Voltaire";"76000";"Rouen";"FR7695730218775122196832287";"Directeur de Production";"Production";"2017-02-15";"Alternance";"41";"True"
"Geneviève";"David";"genevievedavid@voltaire-analytics.fr";"+33 1 95 85 38 83";"+33 6 62 78 66 20";"1981-09-20";"Brest";"F";"Française";"281098550507985";"71AR11503";"9262208829";"53 Chemin du Moulin";"06000";"Nice";"FR7631356832036149334583312";"Directeur Juridique";"Juridique";"2021-09-24";"CDI";"10";"False"
"Louis";"Breton";"louis.breton@voltaire-analytics.fr";"+33 3 83 55 30 27";"+33 6 15 82 43 15";"1974-05-12";"Paris";"M";"Française";"174052849089436";"96CP75015";"5697602288";"99 Rue de Rivoli";"49000";"Angers";"FR7668846434081232315340659";"Directeur Marketing";"Marketing";"2015-10-07";"CDI";"12";"True"
"Philippe";"Boulanger";"philippe.boulanger@voltaire-analytics.fr";"+33 1 59 85 57 19";"+33 6 64 50 72 96";"2000-01-15";"Nantes";"M";"Marocaine";"100011512156819";"65BU18319";"7923735301";"34 Boulevard de la Marne";"84000";"Avignon";"FR7697578945504341447418496";"Chef d'Atelier";"Production";"2017-03-12";"CDI";"21";"True"
"Laetitia";"Berger";"laetitia.berger@voltaire-analytics.fr";"+33 1 64 29 38 24";"+33 6 46 94 53 86";"1984-11-30";"Rouen";"F";"Suisse";"284118570551830";"99TD12642";"8474911561";"104 Boulevard de la Marne";"68100";"Mulhouse";"FR7681771163445280745165555";"Directeur de la Stratégie";"Direction Générale";"2016-10-30";"CDI";"10";"True"
"Marie";"Brun";"marie.brun@voltaire-analytics.fr";"+33 4 45 23 98 81";"+33 6 11 42 42 62";"1966-07-21";"Paris";"F";"Belge";"266077071907812";"98TP23396";"4216399008";"70 Rue du Commerce";"35000";"Rennes";"FR7683914526874549194365082";"Rédacteur";"Communication";"2015-05-03";"CDD";"1";"True"
"Mélanie";"Robert";"melanie-robert@voltaire-analytics.fr";"+33 2 98 68 43 53";"+33 6 60 65 86 81";"1994-05-03";"Poitiers";"F";"Française";"294058065356030";"54SU15324";"7253267022";"71 Boulevard Haussmann";"54000";"Nancy";"FR7649983287539446120012794";"Directeur de la Stratégie";"Direction Générale";"2021-12-15";"CDI";"42";"True"
"Emma";"Carlier";"emmacarlier@voltaire-analytics.fr";"+33 5 46 68 61 59";"+33 6 87 20 86 54";"1995-06-20";"Paris";"F";"Française";"295061340196141";"46PE78738";"9077252171";"76 Allée des Tilleuls";"87000";"Limoges";"FR7659194779938868452577211";"Trésorier";"Finance";"2016-06-14";"CDI";"29";"False"
"Thérèse";"Roux";"thereseroux@voltaire-analytics.fr";"+33 5 61 65 11 34";"+33 6 49 86 76 26";"1992-02-10";"Clermont-Ferrand";"F";"Française";"292027160994002";"90ZV64141";"7117712951";"95 Boulevard Voltaire";"63000";"Clermont-Ferrand";"FR7630630752267762860452597";"DSI";"Informatique";"2016-10-09";"CDI";"24";"True"
"David";"Laurent";"davidlaurent@voltaire-analytics.fr";"+33 2 51 28 45 32";"+33 6 35 53 29 53";"1967-02-03";"Antibes";"M";"Française";"167025085203518";"10QK78482";"8961824789";"17 Avenue de la Liberté";"69100";"Villeurbanne";"FR7633560241551794236039853";"Auditeur Qualité";"Qualité";"2015-02-03";"CDI";"47";"True"
"Thomas";"Berger";"thomas.berger@voltaire-analytics.fr";"+33 5 44 57 62 12";"+33 6 52 88 89 39";"1991-04-19";"Avignon";"M";"Française";"191042024915401";"26XW26197";"1024293752";"70 Rue Pierre Curie";"14000";"Caen";"FR7643835396512600106163645";"Directeur Communication";"Communication";"2018-02-25";"Alternance";"35";"False"
"Yves";"Leclerc";"yves.leclerc@voltaire-analytics.fr";"+33 4 71 85 79 29";"+33 6 98 48 15 29";"1999-11-21";"Lyon";"M";"Française";"199115595354461";"28HC38444";"7296745751";"28 Impasse des Lilas";"66000";"Perpignan";"FR7612030155886397426164829";"Approvisionneur";"Achats";"2016-10-28";"Stage";"23";"False"
"Inès";"Carlier";"ines-carlier@voltaire-analytics.fr";"+33 3 74 70 67 46";"+33 6 54 26 63 37";"1969-10-22";"Versailles";"F";"Française";"269103951553610";"78EG74748";"9035013785";"76 Place du Marché";"83000";"Toulon";"FR7634337268115569585174935";"Directeur Commercial";"Commercial";"2015-10-04";"Alternance";"34";"True"
"Gabriel";"Richard";"gabriel.richard@voltaire-analytics.fr";"+33 3 53 56 39 80";"+33 6 77 33 75 70";"1997-02-05";"Paris";"M";"Française";"197023445240735";"70NM59658";"1599301242";"140 Rue Pasteur";"45000";"Orléans";"FR7649220520678227483192067";"Chargé de Recrutement";"Ressources Humaines";"2015-08-16";"CDI";"21";"True"
"Jules";"Gaillard";"jules-gaillard@voltaire-analytics.fr";"+33 5 34 23 57 27";"+33 6 60 26 22 94";"1974-11-07";"Paris";"M";"Française";"174116286230391";"20IZ44514";"3810636301";"100 Boulevard Haussmann";"75001";"Paris";"FR7646354475072870660981485";"Ingénieur Méthodes";"Qualité";"2025-06-11";"CDI";"46";"True"
"Olivier";"Leroy";"olivierleroy@voltaire-analytics.fr";"+33 5 71 22 25 97";"+33 6 56 39 39 41";"1964-06-05";"Saint-Étienne";"M";"Française";"164067595646281";"31TN90643";"6914779891";"12 Place du Marché";"75008";"Paris";"FR7637003929924136419013547";"Data Engineer";"Informatique";"2021-09-22";"CDI";"48";"True"
"Anne";"Noel";"annenoel@voltaire-analytics.fr";"+33 5 74 21 70 75";"+33 6 61 16 26 24";"1987-10-16";"Mulhouse";"F";"Française";"287107615851236";"87IG69813";"6546841178";"126 Rue Jean Moulin";"31000";"Toulouse";"FR7647809864631802078895736";"Chef Comptable";"Comptabilité";"2016-10-18";"CDI";"15";"True"
"Christian";"Bernard";"christian-bernard@voltaire-analytics.fr";"+33 4 36 97 25 49";"+33 6 77 37 60 81";"1983-06-10";"Toulon";"M";"Française";"183065948374110";"73IA70167";"1247107856";"106 Boulevard de la Marne";"69100";"Villeurbanne";"FR7656301627191005378035396";"Compliance Officer";"Juridique";"2025-10-16";"CDD";"11";"True"
"Gérard";"Lefèvre";"gerardlefevre@voltaire-analytics.fr";"+33 5 26 25 84 37";"+33 6 74 63 78 31";"1982-08-29";"Rouen";"M";"Française";"182083478145170";"27NI38245";"8644559463";"77 Place du Marché";"75001";"Paris";"FR7657205943906943602191382";"DAF";"Finance";"2025-02-03";"CDI";"43";"False"
"Clémence";"Dumont";"clemence.dumont@voltaire-analytics.fr";"+33 1 33 35 42 93";"+33 6 43 36 53 76";"1967-10-30";"Cannes";"F";"Française";"267103659390007";"81CD78269";"9461889736";"26 Rue de Rivoli";"49000";"Angers";"FR7644260337651050831674459";"Chargé de Clientèle";"Service Client";"2020-03-30";"CDI";"6";"True"
"Émilie";"Delmas";"emiliedelmas@voltaire-analytics.fr";"+33 2 58 42 90 77";"+33 6 22 20 98 62";"1971-08-19";"Dijon";"F";"Française";"271087535994872";"56XR91975";"5753286722";"64 Rue Pasteur";"13001";"Marseille";"FR7685210358642684226792336";"Ingénieur Méthodes";"Qualité";"2017-03-03";"Alternance";"26";"True"
"Alice";"Schmitt";"alice-schmitt@voltaire-analytics.fr";"+33 5 73 70 72 56";"+33 6 82 36 56 81";"1985-02-25";"Marseille";"F";"Française";"285022785479551";"49CP43664";"8622242969";"57 Rue Victor Hugo";"49000";"Angers";"FR7682797130788713732532693";"Coordinateur Transport";"Logistique";"2017-01-03";"CDI";"32";"True"
"Cédric";"Sanchez";"cedric.sanchez@voltaire-analytics.fr";"+33 3 13 14 22 19";"+33 6 20 38 88 23";"1989-03-24";"Toulon";"M";"Française";"189036899100157";"49JF36058";"6252129987";"41 Rue Victor Hugo";"95100";"Argenteuil";"FR7619776442819157355307087";"PDG";"Direction Générale";"2015-01-11";"Alternance";"34";"False"
"Delphine";"Brunet";"delphinebrunet@voltaire-analytics.fr";"+33 5 12 49 90 94";"+33 6 87 83 21 53";"1982-08-21";"Lille";"F";"Française";"282086867894549";"13MO90359";"8373902747";"60 Boulevard Voltaire";"84000";"Avignon";"FR7669256337901849462190984";"Technicien Laboratoire";"Recherche & Développement";"2016-04-29";"CDI";"12";"True"
"Colette";"François";"colettefrancois@voltaire-analytics.fr";"+33 2 17 56 75 59";"+33 6 82 82 66 30";"1992-04-01";"Nîmes";"F";"Française";"292048048110702";"95YU57714";"5684479339";"41 Rue Victor Hugo";"67000";"Strasbourg";"FR7674080711982291545206124";"Chercheur";"Recherche & Développement";"2018-06-16";"CDI";"7";"True"
"Clara";"Dufour";"clara.dufour@voltaire-analytics.fr";"+33 4 10 85 64 75";"+33 6 53 62 75 80";"1973-05-15";"Orléans";"F";"Française";"273058370456426";"63YC14578";"7767549609";"52 Rue Nationale";"87000";"Limoges";"FR7675661596115119372536337";"Chargé de Clientèle";"Service Client";"2026-02-18";"Alternance";"18";"True"
"Adam";"Dupont";"adam.dupont@voltaire-analytics.fr";"+33 4 60 73 94 64";"+33 6 54 86 60 43";"1971-03-28";"Dijon";"M";"Française";"171036745667249";"59MT43984";"8454472667";"21 Rue Nationale";"06600";"Antibes";"FR7656344923604538457515466";"Rédacteur";"Communication";"2024-09-07";"CDI";"3";"True"
"Lucas";"Legrand";"lucas-legrand@voltaire-analytics.fr";"+33 4 31 86 92 10";"+33 6 81 44 96 77";"1976-10-23";"Clermont-Ferrand";"M";"Française";"176104190023356";"92TI53616";"1349765927";"72 Rue des Écoles";"49000";"Angers";"FR7614264731811225475933157";"Comptable";"Comptabilité";"2017-03-24";"CDD";"24";"False"
"Sylvain";"David";"sylvain.david@voltaire-analytics.fr";"+33 4 86 58 48 77";"+33 6 15 99 45 13";"1982-12-06";"Lille";"M";"Française";"182125921505752";"45CL10171";"5946645362";"66 Rue Émile Zola";"17000";"La Rochelle";"FR7613842511861473889412028";"Chargé de Communication";"Marketing";"2020-10-16";"CDI";"35";"True"
"Sébastien";"Henry";"sebastien-henry@voltaire-analytics.fr";"+33 4 45 92 64 44";"+33 6 98 60 65 14";"1993-02-11";"Bordeaux";"M";"Française";"193021892649829";"35ZS91176";"7054368401";"38 Avenue de Verdun";"21000";"Dijon";"FR7617036854402209341021316";"Directeur Communication";"Communication";"2015-03-28";"CDI";"32";"True"
"Rémi";"Morin";"remi.morin@voltaire-analytics.fr";"+33 4 48 76 43 85";"+33 6 69 70 82 91";"1983-03-04";"Strasbourg";"M";"Française";"183036720224242";"12NC44548";"4246064785";"96 Place de la Bastille";"37000";"Tours";"FR7672004792193830401535153";"Directeur de la Stratégie";"Direction Générale";"2022-07-01";"CDD";"42";"True"
"Georges";"Thomas";"georgesthomas@voltaire-analytics.fr";"+33 4 77 70 52 65";"+33 6 70 17 71 20";"1975-09-03";"Versailles";"M";"Française";"175097069796508";"25FT33898";"4076962361";"146 Rue du Faubourg Saint-Honoré";"33000";"Bordeaux";"FR7626695345897224259844442";"Commercial Terrain";"Commercial";"2025-10-06";"CDI";"45";"True"
"Fabrice";"Boyer";"fabriceboyer@voltaire-analytics.fr";"+33 4 11 52 98 74";"+33 6 11 72 84 18";"1970-03-14";"Paris";"M";"Française";"170038182277286";"61UL25611";"1381691694";"127 Avenue des Champs-Élysées";"75015";"Paris";"FR7669646791685142705273266";"Coordinateur Transport";"Logistique";"2020-09-29";"Stage";"1";"True"
"Romane";"Bonnet";"romane-bonnet@voltaire-analytics.fr";"+33 3 94 46 98 96";"+33 6 10 47 43 89";"1998-06-04";"Limoges";"F";"Portugaise";"298062452706016";"88AG25425";"6794901113";"100 Avenue de Verdun";"84000";"Avignon";"FR7643597422046618979908573";"Technicien Support";"Service Client";"2023-05-15";"CDI";"18";"False"
"Ludovic";"Gaillard";"ludovicgaillard@voltaire-analytics.fr";"+33 5 50 85 37 13";"+33 6 35 33 90 14";"1983-07-16";"Montreuil";"M";"Belge";"183074844700604";"53EN91174";"8919073961";"93 Boulevard Saint-Germain";"06600";"Antibes";"FR7637095950629216413567386";"Technicien Laboratoire";"Recherche & Développement";"2019-04-10";"CDI";"2";"False"
"Laurent";"Dumont";"laurent-dumont@voltaire-analytics.fr";"+33 3 43 10 41 13";"+33 6 66 86 92 85";"1998-12-17";"Angers";"M";"Française";"198123682581438";"17ZF99472";"6944977202";"31 Rue de Rivoli";"75008";"Paris";"FR7692307898563730432086421";"Coordinateur Transport";"Logistique";"2015-01-18";"CDI";"9";"True"
"Philippe";"Breton";"philippebreton@voltaire-analytics.fr";"+33 4 76 26 17 48";"+33 6 77 25 98 14";"1978-10-22";"Rennes";"M";"Française";"178100893298411";"54JQ47733";"6746492888";"114 Rue Victor Hugo";"49000";"Angers";"FR7673624886438818804794077";"Chargé de Clientèle";"Service Client";"2018-01-14";"CDD";"22";"True"
"Théo";"Simon";"theosimon@voltaire-analytics.fr";"+33 2 72 28 96 34";"+33 6 75 27 65 45";"1966-01-03";"Toulouse";"M";"Française";"166017636488940";"22QK34204";"5671258597";"108 Rue Victor Hugo";"86000";"Poitiers";"FR7679188789375329011698253";"Directeur de Production";"Production";"2017-09-25";"CDI";"33";"True"
"Mireille";"Rousseau";"mireillerousseau@voltaire-analytics.fr";"+33 5 68 59 23 96";"+33 6 53 11 47 75";"1979-05-10";"Le Havre";"F";"Française";"279057575811835";"51XA76901";"8332855654";"105 Chemin du Moulin";"76600";"Le Havre";"FR7648073153831142780251766";"Graphiste";"Communication";"2021-09-05";"Alternance";"23";"True"
"Théo";"Mathieu";"theomathieu@voltaire-analytics.fr";"+33 5 19 17 74 27";"+33 6 94 29 67 66";"1969-06-01";"Dijon";"M";"Française";"169063945878797";"67UP74639";"4472428679";"95 Rue Lafayette";"34000";"Montpellier";"FR7625397265407965073347867";"Analyste Financier";"Finance";"2023-04-06";"CDI";"16";"True"
"Michel";"Giraud";"michel.giraud@voltaire-analytics.fr";"+33 3 52 56 86 46";"+33 6 80 49 82 98";"1971-02-26";"Aix-en-Provence";"M";"Française";"171026091827251";"23NN27376";"3567196736";"126 Rue du Faubourg Saint-Honoré";"84000";"Avignon";"FR7630190532398887283823738";"Directeur Commercial";"Commercial";"2025-06-06";"CDI";"29";"True"
"Adam";"Roussel";"adam.roussel@voltaire-analytics.fr";"+33 2 29 72 28 96";"+33 6 71 60 56 35";"1968-02-07";"Marseille";"M";"Française";"168023783737740";"24WU36471";"4527317267";"13 Avenue des Champs-Élysées";"93100";"Montreuil";"FR7654431470826136945073653";"Responsable Entrepôt";"Logistique";"2023-11-12";"CDI";"23";"True"
"Louise";"Lefèvre";"louise.lefevre@voltaire-analytics.fr";"+33 4 81 94 37 36";"+33 6 57 94 71 99";"1965-08-14";"Pau";"F";"Française";"265085442552258";"16RZ90315";"5511305014";"149 Boulevard Haussmann";"06600";"Antibes";"FR7613928758951737677539647";"Chef Comptable";"Comptabilité";"2020-04-24";"CDI";"22";"True"
"Marcel";"Dufour";"marceldufour@voltaire-analytics.fr";"+33 5 68 84 39 38";"+33 6 60 81 59 15";"1969-04-22";"Argenteuil";"M";"Française";"169048898924934";"18VV65080";"1497830769";"130 Rue des Écoles";"25000";"Besançon";"FR7655909947021291721380321";"Directeur de la Stratégie";"Direction Générale";"2019-03-03";"CDD";"36";"True"
"Théo";"Lambert";"theo.lambert@voltaire-analytics.fr";"+33 1 30 61 46 16";"+33 6 14 88 34 97";"1973-10-25";"Cannes";"M";"Française";"173103172522310";"83NH75506";"8517141202";"61 Rue des Écoles";"75001";"Paris";"FR7683467933988064167315931";"Directeur R&D";"Recherche & Développement";"2021-04-11";"CDI";"14";"True"
"Estelle";"Lefebvre";"estelle-lefebvre@voltaire-analytics.fr";"+33 4 65 61 41 44";"+33 6 27 11 79 39";"1990-10-24";"Perpignan";"F";"Française";"290109009519173";"47FX63052";"6559006587";"39 Place du Marché";"42000";"Saint-Étienne";"FR7664136502334448852758569";"Ingénieur R&D";"Recherche & Développement";"2023-08-06";"CDI";"11";"True"
"Juliette";"Legrand";"juliette-legrand@voltaire-analytics.fr";"+33 5 93 51 76 21";"+33 6 97 98 80 70";"1984-04-28";"Toulon";"F";"Française";"284043562558116";"31JM79006";"6724816314";"99 Rue Émile Zola";"51100";"Reims";"FR7689935384729404837243752";"Chef Comptable";"Comptabilité";"2024-02-02";"CDI";"28";"True"
"Loïc";"Guérin";"loic.guerin@voltaire-analytics.fr";"+33 2 90 58 84 11";"+33 6 81 82 58 44";"1969-11-17";"Caen";"M";"Française";"169115040042938";"95ZQ18372";"2540544882";"38 Rue de la République";"68100";"Mulhouse";"FR7697161951879968331610927";"Chef de Projet IT";"Informatique";"2021-04-13";"CDI";"12";"True"
"Frédéric";"Deschamps";"fredericdeschamps@voltaire-analytics.fr";"+33 5 44 16 59 96";"+33 6 18 36 75 62";"1982-02-27";"Toulon";"M";"Française";"182029190553464";"51PQ42061";"1654542725";"150 Boulevard Voltaire";"38000";"Grenoble";"FR7699979526709761473215195";"Rédacteur";"Communication";"2024-04-04";"CDD";"33";"True"
"Nathan";"Clément";"nathan.clement@voltaire-analytics.fr";"+33 2 60 91 71 93";"+33 6 64 43 91 42";"1977-03-27";"Reims";"M";"Française";"177032899242510";"38FO14773";"5778968921";"112 Rue Nationale";"51100";"Reims";"FR7635281429394779414937232";"PDG";"Direction Générale";"2018-04-10";"CDI";"44";"True"
"Christine";"Fontaine";"christine.fontaine@voltaire-analytics.fr";"+33 1 41 51 20 90";"+33 6 83 21 83 77";"1988-08-18";"Avignon";"F";"Tunisienne";"288088502382455";"53NL92227";"2249499003";"141 Avenue Jean Jaurès";"38000";"Grenoble";"FR7616509812279627554500543";"Comptable";"Comptabilité";"2024-05-04";"CDI";"37";"True"
